Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-9373,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 11:33:03.878,Variant 1,1,Group 1,task-38421,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9373,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 11:33:26.127,Variant 1,1,Group 1,task-38424,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9376,Confirmation of receipt - complete,Resource04,2011-09-12 15:53:00.121,Variant 1,1,EMPTY,task-38025,complete,Confirmation of receipt,Resource04,General,Group 5,Internet
case-9376,T02 Check confirmation of receipt - complete,Resource04,2011-09-12 15:53:21.512,Variant 1,1,Group 4,task-38778,complete,T02 Check confirmation of receipt,Resource04,General,Group 5,Internet
case-9376,T04 Determine confirmation of receipt - complete,Resource04,2011-09-12 15:53:40.486,Variant 1,1,Group 3,task-38780,complete,T04 Determine confirmation of receipt,Resource04,General,Group 5,Internet
case-9376,T05 Print and send confirmation of receipt - complete,Resource04,2011-09-12 15:54:11.305,Variant 1,1,Group 2,task-38781,complete,T05 Print and send confirmation of receipt,Resource04,General,Group 5,Internet
case-9376,T06 Determine necessity of stop advice - complete,Resource04,2011-09-12 15:54:32.202,Variant 1,1,Group 1,task-38779,complete,T06 Determine necessity of stop advice,Resource04,General,Group 5,Internet
case-9376,T10 Determine necessity to stop indication - complete,Resource04,2011-09-12 15:54:52.193,Variant 1,1,Group 1,task-38782,complete,T10 Determine necessity to stop indication,Resource04,General,Group 5,Internet
case-9385,Confirmation of receipt - complete,Resource06,2011-10-12 14:39:45.245,Variant 1,1,EMPTY,task-38058,complete,Confirmation of receipt,Resource06,General,Group 5,Internet
case-9385,T02 Check confirmation of receipt - complete,Resource06,2011-10-12 14:40:07.202,Variant 1,1,Group 4,task-43143,complete,T02 Check confirmation of receipt,Resource06,General,Group 5,Internet
case-9385,T04 Determine confirmation of receipt - complete,Resource06,2011-10-12 14:40:41.087,Variant 1,1,Group 3,task-43145,complete,T04 Determine confirmation of receipt,Resource06,General,Group 5,Internet
case-9385,T05 Print and send confirmation of receipt - complete,Resource06,2011-10-12 14:40:59.913,Variant 1,1,Group 2,task-43146,complete,T05 Print and send confirmation of receipt,Resource06,General,Group 5,Internet
case-9385,T06 Determine necessity of stop advice - complete,Resource06,2011-10-12 14:41:58.247,Variant 1,1,Group 1,task-43144,complete,T06 Determine necessity of stop advice,Resource06,General,Group 5,Internet
case-9385,T10 Determine necessity to stop indication - complete,Resource06,2011-10-12 14:44:40.449,Variant 1,1,Group 1,task-43147,complete,T10 Determine necessity to stop indication,Resource06,General,Group 5,Internet
case-9389,Confirmation of receipt - complete,Resource05,2011-09-19 10:16:45.370,Variant 5,5,EMPTY,task-38083,complete,Confirmation of receipt,Resource05,General,Group 5,Internet
case-9389,T02 Check confirmation of receipt - complete,Resource05,2011-09-19 10:17:32.195,Variant 5,5,Group 4,task-39400,complete,T02 Check confirmation of receipt,Resource05,General,Group 5,Internet
case-9389,T04 Determine confirmation of receipt - complete,Resource05,2011-09-19 10:18:06.933,Variant 5,5,Group 3,task-39402,complete,T04 Determine confirmation of receipt,Resource05,General,Group 5,Internet
case-9389,T06 Determine necessity of stop advice - complete,Resource05,2011-09-19 10:18:43.791,Variant 5,5,Group 1,task-39401,complete,T06 Determine necessity of stop advice,Resource05,General,Group 5,Internet
case-9389,T10 Determine necessity to stop indication - complete,Resource05,2011-09-19 10:19:07.754,Variant 5,5,Group 1,task-39404,complete,T10 Determine necessity to stop indication,Resource05,General,Group 5,Internet
case-9389,T05 Print and send confirmation of receipt - complete,Resource05,2011-09-19 11:12:23.513,Variant 5,5,Group 2,task-39403,complete,T05 Print and send confirmation of receipt,Resource05,General,Group 5,Internet
case-9394,Confirmation of receipt - complete,Resource02,2011-09-26 15:07:52.805,Variant 1,1,EMPTY,task-38112,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-9394,T02 Check confirmation of receipt - complete,Resource02,2011-09-26 15:08:19.476,Variant 1,1,Group 4,task-40519,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-9394,T04 Determine confirmation of receipt - complete,Resource02,2011-09-26 15:08:44.222,Variant 1,1,Group 3,task-40521,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-9394,T05 Print and send confirmation of receipt - complete,Resource02,2011-09-26 15:09:20.457,Variant 1,1,Group 2,task-40522,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-9394,T06 Determine necessity of stop advice - complete,Resource02,2011-09-26 15:37:32.379,Variant 1,1,Group 1,task-40520,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-9394,T10 Determine necessity to stop indication - complete,Resource02,2011-09-26 15:47:24.357,Variant 1,1,Group 1,task-40538,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-9395,Confirmation of receipt - complete,Resource03,2011-09-19 14:51:41.225,Variant 109,109,EMPTY,task-38123,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9395,T02 Check confirmation of receipt - complete,Resource03,2011-09-19 14:52:23.816,Variant 109,109,Group 4,task-39481,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9395,T06 Determine necessity of stop advice - complete,Resource03,2011-09-19 14:54:19.103,Variant 109,109,Group 1,task-39482,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9395,T10 Determine necessity to stop indication - complete,Resource03,2011-09-19 14:59:12.713,Variant 109,109,Group 1,task-39485,complete,T10 Determine necessity to stop indication,Resource01,General,Group 8,Internet
case-9395,T11 Create document X request unlicensed - complete,Resource03,2011-09-21 12:38:15.584,Variant 109,109,Group 1,task-39486,complete,T11 Create document X request unlicensed,Resource01,General,Group 8,Internet
case-9395,T04 Determine confirmation of receipt - complete,Resource03,2011-09-21 12:38:33.934,Variant 109,109,EMPTY,task-39484,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9395,T05 Print and send confirmation of receipt - complete,Resource10,2011-09-22 14:09:53.320,Variant 109,109,EMPTY,task-39772,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9395,T12 Check document X request unlicensed - complete,Resource01,2011-09-23 10:12:10.134,Variant 109,109,Group 4,task-39771,complete,T12 Check document X request unlicensed,Resource01,General,Group 8,Internet
case-9395,T14 Determine document X request unlicensed - complete,Resource03,2011-09-23 10:18:08.982,Variant 109,109,Group 3,task-40036,complete,T14 Determine document X request unlicensed,Resource01,General,Group 8,Internet
case-9395,T15 Print document X request unlicensed - complete,Resource03,2011-09-23 10:18:23.789,Variant 109,109,Group 2,task-40039,complete,T15 Print document X request unlicensed,Resource01,General,Group 8,Internet
case-9407,Confirmation of receipt - complete,Resource03,2011-09-19 16:39:59.355,Variant 19,19,EMPTY,task-38163,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9407,T02 Check confirmation of receipt - complete,Resource03,2011-09-19 16:41:01.252,Variant 19,19,Group 4,task-39495,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9407,T06 Determine necessity of stop advice - complete,Resource03,2011-09-19 16:42:22.882,Variant 19,19,Group 1,task-39496,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9407,T10 Determine necessity to stop indication - complete,Resource03,2011-09-19 16:42:42.075,Variant 19,19,Group 1,task-39498,complete,T10 Determine necessity to stop indication,Resource01,General,Group 8,Internet
case-9407,T04 Determine confirmation of receipt - complete,Resource10,2011-09-25 21:23:18.352,Variant 19,19,EMPTY,task-39497,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9407,T05 Print and send confirmation of receipt - complete,Resource03,2011-09-26 08:58:37.903,Variant 19,19,EMPTY,task-40236,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9407,T11 Create document X request unlicensed - complete,Resource03,2011-09-26 09:11:04.340,Variant 19,19,Group 1,task-39499,complete,T11 Create document X request unlicensed,Resource01,General,Group 8,Internet
case-9407,T12 Check document X request unlicensed - complete,Resource03,2011-09-26 09:11:43.179,Variant 19,19,Group 4,task-40258,complete,T12 Check document X request unlicensed,Resource01,General,Group 8,Internet
case-9407,T14 Determine document X request unlicensed - complete,Resource03,2011-09-26 09:12:03.930,Variant 19,19,Group 3,task-40259,complete,T14 Determine document X request unlicensed,Resource01,General,Group 8,Internet
case-9407,T15 Print document X request unlicensed - complete,Resource03,2011-09-26 09:12:19.803,Variant 19,19,Group 2,task-40260,complete,T15 Print document X request unlicensed,Resource01,General,Group 8,Internet
case-9408,Confirmation of receipt - complete,Resource14,2011-10-11 08:26:07.057,Variant 1,1,EMPTY,task-38168,complete,Confirmation of receipt,Resource14,General,Group 5,Internet
case-9408,T02 Check confirmation of receipt - complete,Resource14,2011-10-11 08:26:31.599,Variant 1,1,Group 4,task-42669,complete,T02 Check confirmation of receipt,Resource14,General,Group 5,Internet
case-9408,T04 Determine confirmation of receipt - complete,Resource14,2011-10-11 08:26:57.473,Variant 1,1,Group 3,task-42671,complete,T04 Determine confirmation of receipt,Resource14,General,Group 5,Internet
case-9408,T05 Print and send confirmation of receipt - complete,Resource14,2011-10-11 08:27:18.566,Variant 1,1,Group 2,task-42672,complete,T05 Print and send confirmation of receipt,Resource14,General,Group 5,Internet
case-9408,T06 Determine necessity of stop advice - complete,Resource14,2011-10-11 08:27:37.936,Variant 1,1,Group 1,task-42670,complete,T06 Determine necessity of stop advice,Resource14,General,Group 5,Internet
case-9408,T10 Determine necessity to stop indication - complete,Resource14,2011-10-11 08:28:08.662,Variant 1,1,Group 1,task-42673,complete,T10 Determine necessity to stop indication,Resource14,General,Group 5,Internet
case-9410,Confirmation of receipt - complete,Resource02,2011-10-06 08:04:24.927,Variant 1,1,EMPTY,task-38200,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-9410,T02 Check confirmation of receipt - complete,Resource02,2011-10-06 08:04:49.716,Variant 1,1,Group 4,task-41905,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-9410,T04 Determine confirmation of receipt - complete,Resource02,2011-10-06 08:05:07.576,Variant 1,1,Group 3,task-41907,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-9410,T05 Print and send confirmation of receipt - complete,Resource02,2011-10-06 08:05:26.560,Variant 1,1,Group 2,task-41908,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-9410,T06 Determine necessity of stop advice - complete,Resource02,2011-10-06 08:05:49.874,Variant 1,1,Group 1,task-41906,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-9410,T10 Determine necessity to stop indication - complete,Resource02,2011-10-06 08:06:28.334,Variant 1,1,Group 1,task-41909,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-9411,Confirmation of receipt - complete,Resource02,2011-09-26 11:09:34.608,Variant 1,1,EMPTY,task-38203,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-9411,T02 Check confirmation of receipt - complete,Resource02,2011-09-26 11:09:55.369,Variant 1,1,Group 4,task-40339,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-9411,T04 Determine confirmation of receipt - complete,Resource02,2011-09-26 11:10:24.969,Variant 1,1,Group 3,task-40341,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-9411,T05 Print and send confirmation of receipt - complete,Resource02,2011-09-26 11:10:45.973,Variant 1,1,Group 2,task-40343,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-9411,T06 Determine necessity of stop advice - complete,Resource02,2011-09-26 11:11:05.468,Variant 1,1,Group 1,task-40340,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-9411,T10 Determine necessity to stop indication - complete,Resource02,2011-09-26 11:11:24.472,Variant 1,1,Group 1,task-40344,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-9413,Confirmation of receipt - complete,Resource01,2011-09-15 16:00:34.039,Variant 1,1,EMPTY,task-38215,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9413,T02 Check confirmation of receipt - complete,Resource01,2011-09-15 16:00:53.237,Variant 1,1,Group 4,task-39145,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9413,T04 Determine confirmation of receipt - complete,Resource01,2011-09-15 16:01:12.398,Variant 1,1,Group 3,task-39147,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9413,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-15 16:01:29.147,Variant 1,1,Group 2,task-39148,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9413,T06 Determine necessity of stop advice - complete,Resource01,2011-09-15 16:01:53.090,Variant 1,1,Group 1,task-39146,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9413,T10 Determine necessity to stop indication - complete,Resource01,2011-09-15 16:02:25.238,Variant 1,1,Group 1,task-39149,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
